,timestamp,bidQuantity
195,2016-01-03 00:45:00,60.6606
196,2016-01-03 01:00:00,59.62737
197,2016-01-03 01:15:00,59.060759999999995
198,2016-01-03 01:30:00,58.26084
199,2016-01-03 01:45:00,57.79422
200,2016-01-03 02:00:00,57.594240000000006
201,2016-01-03 02:15:00,57.12762
202,2016-01-03 02:30:00,100.15555600360037
203,2016-01-03 02:45:00,100.15579600360036
204,2016-01-03 03:00:00,100.15675600360036
205,2016-01-03 03:15:00,100.15663600360035
206,2016-01-03 03:30:00,100.15651600360036
207,2016-01-03 03:45:00,100.15771600360036
208,2016-01-03 04:00:00,100.15711600360036
209,2016-01-03 04:15:00,61.094429945994584
210,2016-01-03 04:30:00,56.49435
211,2016-01-03 04:45:00,100.15771600360036
212,2016-01-03 05:00:00,100.15747600360037
213,2016-01-03 05:15:00,100.15903600360036
214,2016-01-03 05:30:00,100.16023600360036
215,2016-01-03 05:45:00,100.16203600360036
216,2016-01-03 06:00:00,100.16443600360036
217,2016-01-03 06:15:00,100.16347600360037
218,2016-01-03 06:30:00,100.16227600360035
219,2016-01-03 06:45:00,55.42779
220,2016-01-03 07:00:00,55.92774000000001
221,2016-01-03 07:15:00,56.3277
222,2016-01-03 07:30:00,57.594240000000006
223,2016-01-03 07:45:00,58.56081
224,2016-01-03 08:00:00,59.42739
225,2016-01-03 08:15:00,60.3273
226,2016-01-03 08:30:00,61.060559999999995
227,2016-01-03 08:45:00,61.9938
228,2016-01-03 09:00:00,63.560309999999994
229,2016-01-03 09:15:00,64.6602
230,2016-01-03 09:30:00,65.89341
231,2016-01-03 09:45:00,66.89331
232,2016-01-03 10:00:00,68.05986
233,2016-01-03 10:15:00,69.05976
234,2016-01-03 10:30:00,69.82635
235,2016-01-03 10:45:00,71.05955999999999
236,2016-01-03 11:00:00,71.92614
237,2016-01-03 11:15:00,73.19268
238,2016-01-03 11:30:00,0.0
239,2016-01-03 11:45:00,0.0
240,2016-01-03 12:00:00,48.98076000000001
241,2016-01-03 12:15:00,10.0
242,2016-01-03 12:30:00,73.49265
243,2016-01-03 12:45:00,72.69273
244,2016-01-03 13:00:00,100.10011600360036
245,2016-01-03 13:15:00,71.62617
246,2016-01-03 13:30:00,100.10299600360035
247,2016-01-03 13:45:00,100.10623600360036
248,2016-01-03 14:00:00,100.10683600360036
249,2016-01-03 14:15:00,100.10851600360036
250,2016-01-03 14:30:00,100.11031600360036
251,2016-01-03 14:45:00,100.11259600360036
252,2016-01-03 15:00:00,100.11019600360036
253,2016-01-03 15:15:00,69.35973
254,2016-01-03 15:30:00,69.72636
255,2016-01-03 15:45:00,69.79302
256,2016-01-03 16:00:00,70.39296
257,2016-01-03 16:15:00,71.22621
258,2016-01-03 16:30:00,72.75939000000001
259,2016-01-03 16:45:00,74.62587
260,2016-01-03 17:00:00,0.0
261,2016-01-03 17:15:00,0.0
262,2016-01-03 17:30:00,0.0
263,2016-01-03 17:45:00,0.0
264,2016-01-03 18:00:00,0.0
265,2016-01-03 18:15:00,0.0
266,2016-01-03 18:30:00,0.0
267,2016-01-03 18:45:00,19.564710000000026
268,2016-01-03 19:00:00,48.89511
269,2016-01-03 19:15:00,62.96037000000001
270,2016-01-03 19:30:00,69.62637
271,2016-01-03 19:45:00,72.79272
272,2016-01-03 20:00:00,74.44255500000001
273,2016-01-03 20:15:00,74.1009225
274,2016-01-03 20:30:00,73.33016625
275,2016-01-03 20:45:00,72.328183125
276,2016-01-03 21:00:00,72.77709656249999
277,2016-01-03 21:15:00,72.43494328125
278,2016-01-03 21:30:00,100.10119600360036
279,2016-01-03 21:45:00,58.076951640625005
280,2016-01-03 22:00:00,66.3180808203125
281,2016-01-03 22:15:00,68.93879541015626
282,2016-01-03 22:30:00,69.23258770507813
283,2016-01-03 22:45:00,69.14617385253906
284,2016-01-03 23:00:00,68.55302192626952
285,2016-01-03 23:15:00,68.13979096313477
286,2016-01-03 23:30:00,67.01660048156738
287,2016-01-03 23:45:00,65.50510024078369
