Unnamed: 0,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
19151,7152.1,1698.41,82585.35,1980.0,4391.37
19152,7420.19,1777.78,83377.4,2164.0,4391.37
19153,7645.05,1809.52,83535.82,2124.0,4383.31
19154,7904.49,1761.9,83236.59,1940.0,4375.25
19155,8561.76,1777.78,81951.7,1872.0,4367.19
19156,8708.78,1698.41,80244.37,2188.0,4359.14
19157,8700.13,1587.3,78977.08,2108.0,4355.11
19158,8648.24,1603.17,78026.61,1988.0,4359.14
19159,8674.19,1523.81,75932.05,1980.0,4359.14
19160,8812.56,1539.68,73696.68,1924.0,4347.05
19161,8873.1,1619.05,72446.99,1932.0,4334.96
19162,8907.69,1603.17,69842.0,1992.0,4355.11
19163,8440.68,1492.06,67254.6,2092.0,4371.22
19164,8025.57,1412.7,65212.85,1992.0,4371.22
19165,7843.96,1238.1,62977.49,2032.0,4367.19
19166,7489.38,1095.24,59809.25,2096.0,4330.94
19167,7247.23,888.89,56130.58,2080.0,4334.96
19168,7307.76,841.27,53155.96,2016.0,4367.19
19169,7610.45,777.78,50251.74,2148.0,4351.08
19170,7506.67,793.65,46907.49,2072.0,4351.08
19171,6624.55,746.03,43228.82,2124.0,4375.25
19172,5811.62,682.54,39198.12,2036.0,4322.88
19173,5275.43,730.16,34516.17,2144.0,4371.22
19174,4868.96,650.79,30309.46,2100.0,4367.19
19175,4419.25,666.67,25821.12,2124.0,4383.31
19176,4012.78,761.9,21438.4,1956.0,4395.4
19177,3883.06,952.38,17108.47,2056.0,4399.42
19178,3398.76,1063.49,13570.61,2036.0,4395.4
19179,3104.72,1142.86,10543.18,2072.0,4391.37
19180,2871.22,1380.95,7762.18,2084.0,4387.34
19181,2646.36,1809.52,4998.77,2016.0,4399.42
19182,2507.99,2190.48,2957.02,1984.0,4391.37
19183,2343.67,2476.19,1372.9,1952.0,4391.37
19184,2291.78,2825.4,528.04,2048.0,4395.4
19185,2335.03,3015.87,123.21,2012.0,4399.42
19186,2326.38,3206.35,17.6,1964.0,4395.4
19187,2274.49,3555.56,0.0,2032.0,4355.11
19188,2291.78,3936.51,0.0,2176.0,4310.79
19189,2438.8,4285.71,0.0,2052.0,4306.76
19190,2663.66,4873.02,0.0,2100.0,4318.85
19191,2888.51,5380.95,0.0,2000.0,4282.59
19192,3165.26,6079.37,0.0,2120.0,4338.99
19193,3329.57,6761.9,0.0,2092.0,4375.25
19194,3407.41,7174.6,0.0,1996.0,4330.94
19195,3606.32,7333.33,0.0,1876.0,4338.99
19196,3831.17,7333.33,0.0,2220.0,4326.91
19197,4107.92,7158.73,0.0,2192.0,4322.88
19198,4358.71,7333.33,0.0,2024.0,4330.94
19199,4548.98,7666.67,0.0,1928.0,4322.88
19200,4799.77,7698.41,0.0,2180.0,4334.96
19201,5188.95,7761.9,0.0,2144.0,4326.91
19202,5655.95,8873.02,0.0,1952.0,4326.91
19203,6140.25,9365.08,0.0,2024.0,4330.94
19204,6667.79,9285.71,0.0,1992.0,4334.96
19205,7307.76,9507.94,0.0,1924.0,4314.82
19206,7921.79,10396.83,0.0,1852.0,4330.94
19207,8570.41,10984.13,0.0,1828.0,4343.02
19208,9253.62,10317.46,0.0,1888.0,4338.99
19209,9936.83,9920.63,0.0,1948.0,4347.05
19210,10576.8,10095.24,0.0,1916.0,4343.02
19211,11242.71,10047.62,0.0,1860.0,4347.05
19212,11865.39,9761.9,0.0,1948.0,4351.08
19213,12635.08,10126.98,0.0,1924.0,4355.11
19214,13560.44,10539.68,0.0,1848.0,4355.11
19215,14321.49,11174.6,0.0,1820.0,4355.11
19216,14926.87,12190.48,17.6,1908.0,4367.19
19217,15272.8,12841.27,158.41,1820.0,4371.22
19218,15930.06,13365.08,492.84,1792.0,4375.25
19219,16621.92,13269.84,1179.29,1792.0,4363.17
19220,17512.69,13349.21,2534.59,1872.0,4383.31
19221,17763.49,13476.19,4611.54,1888.0,4383.31
19222,17789.43,13650.79,7586.16,1860.0,4383.31
19223,17677.01,14396.83,11159.23,1844.0,4403.45
19224,17607.82,15063.49,15365.94,1908.0,4423.6
19225,17123.52,15126.98,20417.52,1860.0,4419.57
19226,16362.47,15126.98,26032.34,1876.0,4411.51
19227,15307.39,14841.27,32157.59,1856.0,4415.54
19228,13915.02,14809.52,38529.27,1956.0,4431.65
19229,12635.08,15174.6,45534.59,1956.0,4415.54
19230,11640.53,15428.57,52363.9,1876.0,4427.63
19231,10810.3,15349.21,59615.64,1864.0,4423.6
19232,10248.17,14317.46,66040.11,1996.0,4395.4
19233,10248.17,13539.68,72323.78,1944.0,4383.31
19234,10403.84,13476.19,78449.04,1900.0,4391.37
19235,11052.45,13349.21,83940.65,1832.0,4375.25
19236,11856.74,13444.44,88657.8,1852.0,4367.19
19237,12721.56,13142.86,93286.94,1844.0,4359.14
19238,13560.44,12603.17,97388.05,1872.0,4355.11
19239,14330.14,11650.79,100626.69,1840.0,4338.99
19240,15566.84,11063.49,103108.47,1888.0,4347.05
19241,16509.49,10873.02,105484.65,1888.0,4338.99
19242,17400.26,11730.16,107086.37,1840.0,4351.08
19243,17806.73,11904.76,108283.26,1848.0,4330.94
19244,18342.92,12380.95,109075.32,1836.0,4330.94
19245,19060.73,12523.81,108529.68,1836.0,4322.88
19246,19164.5,12888.89,107632.01,1812.0,4306.76
19247,19190.45,13603.17,106470.32,1780.0,4298.71
19248,19795.83,13571.43,104991.81,1800.0,4298.71
19249,20600.11,12873.02,102615.64,1792.0,4298.71
19250,21560.07,12888.89,101207.53,1800.0,4286.62
19251,21854.11,12730.16,100063.45,1764.0,4286.62
19252,21906.0,11396.83,98180.11,1868.0,4286.62
19253,21542.77,11571.43,96631.19,1904.0,4278.56
19254,21075.77,11285.71,94959.07,1872.0,4274.53
19255,21214.14,11730.16,92987.72,1860.0,4274.53
19256,21352.51,11904.76,89027.43,1760.0,4282.59
19257,21940.59,11269.84,86035.2,1820.0,4282.59
19258,23497.27,10476.19,81810.89,1840.0,4278.56
19259,25097.2,9396.83,77093.74,1812.0,4282.59
19260,24517.77,9714.29,73080.64,1840.0,4290.65
19261,23108.1,9365.08,67342.61,1892.0,4286.62
19262,21733.03,8904.76,61463.77,1928.0,4290.65
19263,20401.2,8285.71,55725.75,1968.0,4290.65
19264,20332.02,8190.48,50163.73,1824.0,4274.53
19265,20842.26,8317.46,46203.44,1912.0,4282.59
19266,20332.02,7936.51,41099.06,1844.0,4294.68
19267,19709.34,7777.78,37367.58,2020.0,4290.65
19268,19354.77,7365.08,33952.93,1828.0,4298.71
19269,18887.76,7174.6,30274.25,1836.0,4306.76
19270,17780.79,7174.6,25750.72,1980.0,4286.62
19271,17088.93,7619.05,21755.22,2052.0,4314.82
19272,16829.48,8095.24,18410.97,1844.0,4298.71
19273,16492.2,8222.22,14503.48,1936.0,4298.71
19274,16007.9,8174.6,11352.84,2084.0,4330.94
19275,15826.28,8571.43,8642.24,2096.0,4322.88
19276,14779.85,8920.63,6266.07,2048.0,4334.96
19277,14658.77,9682.54,4048.3,1856.0,4343.02
19278,15117.13,9412.7,2288.17,1960.0,4351.08
19279,17227.3,9269.84,1091.28,1956.0,4351.08
19280,17616.47,9301.59,475.24,1912.0,4334.96
19281,18083.47,8809.52,140.81,1860.0,4334.96
19282,19190.45,8746.03,17.6,1808.0,4343.02
19283,19588.27,7476.19,0.0,1888.0,4338.99
19284,19726.64,7111.11,0.0,1964.0,4343.02
19285,19942.85,8444.44,0.0,1776.0,4371.22
19286,20228.24,9634.92,0.0,1808.0,4347.05
19287,20401.2,10222.22,0.0,1768.0,4355.11
19288,20202.29,10158.73,0.0,1804.0,4347.05
19289,19986.09,10412.7,0.0,1832.0,4351.08
19290,20729.84,10380.95,0.0,1880.0,4355.11
19291,21084.41,10428.57,0.0,1832.0,4355.11
19292,20833.62,10619.05,0.0,2096.0,4347.05
19293,19692.05,11269.84,0.0,2044.0,4347.05
19294,18230.49,11825.4,0.0,1972.0,4338.99
19295,16777.59,11634.92,0.0,1976.0,4343.02
19296,15895.47,11222.22,0.0,2088.0,4338.99
19297,15471.71,11603.17,0.0,2064.0,4330.94
19298,15108.48,12047.62,0.0,1908.0,4322.88
19299,15169.02,12380.95,0.0,1876.0,4326.91
19300,15661.97,12825.4,0.0,1852.0,4334.96
19301,16345.18,12984.13,0.0,1828.0,4322.88
19302,16725.7,13015.87,0.0,1784.0,4338.99
19303,17495.39,12825.4,0.0,1776.0,4351.08
19304,17996.99,13142.86,0.0,1792.0,4334.96
19305,18688.85,13000.0,0.0,1800.0,4347.05
19306,19225.04,13301.59,0.0,1796.0,4347.05
19307,19545.03,13523.81,0.0,1788.0,4322.88
19308,19856.36,13460.32,0.0,1928.0,4330.94
19309,20037.98,13555.56,0.0,1972.0,4330.94
19310,20747.13,13730.16,0.0,1928.0,4343.02
19311,21041.17,13793.65,0.0,1828.0,4347.05
19312,21447.64,13968.25,17.6,1880.0,4347.05
19313,21819.51,14015.87,140.81,1840.0,4351.08
19314,22139.5,13571.43,422.43,1820.0,4363.17
19315,21819.51,13365.08,985.67,1804.0,4367.19
19316,21637.9,13571.43,1953.75,1876.0,4367.19
19317,21352.51,13714.29,3432.26,1816.0,4367.19
19318,21300.62,13857.14,5386.0,1880.0,4363.17
19319,20937.39,13841.27,7691.77,1920.0,4383.31
19320,20357.96,13380.95,10384.77,1912.0,4403.45
19321,19683.4,12904.76,13095.37,1948.0,4407.48
19322,18948.3,12650.79,16122.8,1880.0,4415.54
19323,18204.55,12888.89,19607.86,1960.0,4411.51
19324,18048.88,13444.44,23233.73,1864.0,4419.57
19325,18334.27,13428.57,27810.07,1832.0,4415.54
19326,18230.49,13142.86,32122.39,1840.0,4419.57
19327,18489.94,12841.27,36821.94,1824.0,4399.42
19328,18498.59,13349.21,42647.97,1888.0,4391.37
19329,18922.35,13238.1,48121.98,1828.0,4367.19
19330,19398.01,12777.78,53842.41,1844.0,4367.19
19331,20159.05,12476.19,58700.37,1784.0,4379.28
19332,21093.06,12349.21,64350.39,1856.0,4367.19
19333,21828.16,12571.43,70422.84,1832.0,4359.14
19334,22424.89,12555.56,74699.96,1808.0,4351.08
19335,23064.86,12888.89,79874.74,1796.0,4359.14
19336,23644.29,13682.54,84028.65,1784.0,4371.22
19337,24543.71,14158.73,88147.36,1784.0,4371.22
19338,25866.89,13888.89,91209.99,1772.0,4371.22
19339,26385.79,13428.57,92934.92,1764.0,4363.17
19340,27103.59,13619.05,95187.88,1852.0,4359.14
19341,27873.28,13317.46,95944.74,1804.0,4347.05
19342,28521.9,12857.14,96419.98,1784.0,4351.08
19343,29326.19,12396.83,97564.06,1772.0,4347.05
19344,30095.88,12063.49,97828.08,1780.0,4351.08
19345,30113.18,11936.51,98074.5,1776.0,4338.99
19346,30692.61,11476.19,98549.73,1784.0,4330.94
19347,31228.8,11269.84,98532.13,1792.0,4326.91
19348,30839.63,10888.89,98655.34,1812.0,4314.82
19349,31090.43,10682.54,97071.22,1768.0,4306.76
19350,30727.2,10333.33,94589.44,1776.0,4314.82
19351,30260.2,9777.78,92248.47,1784.0,4302.73
19352,30199.66,9634.92,90400.33,1760.0,4294.68
19353,29663.47,9412.7,89608.27,1808.0,4290.65
19354,28738.11,8809.52,88464.18,1812.0,4306.76
19355,28487.31,8444.44,86880.07,1868.0,4298.71
19356,27985.71,8269.84,84380.68,1868.0,4302.73
19357,27241.96,7952.38,80966.03,1908.0,4298.71
19358,26774.96,7809.52,77551.37,1928.0,4310.79
19359,26013.91,7968.25,73819.89,1956.0,4306.76
19360,24682.08,7968.25,69120.34,1876.0,4310.79
19361,23471.33,7682.54,63364.72,1924.0,4306.76
19362,22251.93,7396.83,57556.28,1984.0,4343.02
19363,21542.77,7000.0,51959.07,1924.0,4363.17
19364,20236.89,6873.02,46256.24,1864.0,4351.08
19365,19700.7,6714.29,40130.99,1848.0,4359.14
19366,18308.33,6603.17,34216.95,1908.0,4371.22
19367,17201.35,6714.29,28250.1,2124.0,4359.14
19368,15800.34,6730.16,23268.93,1884.0,4375.25
19369,14416.62,6920.63,18798.2,1904.0,4363.17
19370,13076.14,7190.48,14732.3,2164.0,4363.17
19371,11943.22,7396.83,10930.41,2196.0,4367.19
19372,10723.82,7253.97,8096.6,2004.0,4367.19
19373,9850.35,7190.48,5245.19,2048.0,4359.14
19374,8881.74,6809.52,3168.24,2092.0,4391.37
19375,7939.09,6507.94,1478.51,2092.0,4375.25
19376,7921.79,6222.22,492.84,1968.0,4387.34
19377,7627.75,5714.29,105.61,2028.0,4383.31
19378,7031.02,5158.73,17.6,2188.0,4383.31
19379,6399.7,4873.02,0.0,2220.0,4367.19
19380,6088.36,4761.9,0.0,2192.0,4367.19
19381,5820.27,4571.43,0.0,2116.0,4359.14
19382,5457.04,4460.32,0.0,2016.0,4347.05
19383,5232.19,4285.71,0.0,1884.0,4343.02
19384,5111.11,4349.21,0.0,1940.0,4343.02
19385,4886.26,4444.44,0.0,1928.0,4355.11
19386,4583.57,4555.56,0.0,1836.0,4347.05
19387,4341.42,4777.78,0.0,1800.0,4343.02
19388,4324.12,4777.78,0.0,1940.0,4351.08
19389,4081.97,4698.41,0.0,1908.0,4359.14
19390,3865.76,4539.68,0.0,1896.0,4363.17
19391,3684.15,4460.32,0.0,1876.0,4367.19
19392,3623.61,4174.6,0.0,2028.0,4363.17
19393,3243.09,4317.46,0.0,1956.0,4367.19
19394,3070.13,4126.98,0.0,1948.0,4351.08
19395,2715.55,4190.48,0.0,1884.0,4338.99
19396,2620.42,4238.1,0.0,2068.0,4338.99
19397,2482.05,4380.95,0.0,1988.0,4330.94
19398,2360.97,4365.08,0.0,2032.0,4338.99
19399,2369.62,4301.59,0.0,1920.0,4338.99
19400,2343.67,4746.03,0.0,2024.0,4347.05
19401,2274.49,5238.1,0.0,1956.0,4338.99
19402,2239.89,5460.32,0.0,1964.0,4334.96
19403,2386.91,5841.27,0.0,1884.0,4330.94
19404,2689.6,6285.71,0.0,1872.0,4334.96
19405,2966.35,6603.17,0.0,1864.0,4343.02
19406,3035.53,7126.98,0.0,1940.0,4338.99
19407,3018.24,7571.43,0.0,1936.0,4355.11
19408,2975.0,8047.62,0.0,1848.0,4359.14
19409,3208.5,8492.06,105.61,1836.0,4367.19
19410,3701.45,9142.86,404.83,1896.0,4383.31
19411,4211.69,9809.52,1144.09,1836.0,4379.28
19412,4600.86,10428.57,2534.59,1804.0,4399.42
19413,5085.17,11095.24,4611.54,1788.0,4395.4
19414,5448.39,11873.02,7357.35,1824.0,4383.31
19415,5578.12,12555.56,10666.39,1904.0,4338.99
19416,5638.65,13111.11,14450.68,1776.0,4298.71
19417,5759.73,13650.79,18674.99,1744.0,4274.53
19418,5802.97,14079.37,23444.94,1732.0,4282.59
19419,5768.38,14349.21,28408.51,1768.0,4338.99
19420,5500.28,14539.68,33935.33,1752.0,4375.25
19421,5318.67,14539.68,39532.54,1740.0,4399.42
19422,5188.95,14492.06,44584.12,1732.0,4399.42
19423,4886.26,14555.56,50586.16,1732.0,4391.37
19424,4566.27,14714.29,56271.39,1804.0,4359.14
19425,4548.98,14650.79,61851.0,1720.0,4351.08
19426,4644.11,14492.06,67536.23,1660.0,4367.19
19427,5015.98,14412.7,71778.14,1636.0,4355.11
19428,5552.17,14571.43,76055.26,1936.0,4338.99
19429,6373.75,14873.02,79874.74,1788.0,4326.91
19430,7385.6,14936.51,83659.03,1688.0,4334.96
19431,8181.24,14952.38,87496.11,1672.0,4326.91
19432,9296.86,15031.75,90470.73,1716.0,4343.02
19433,10057.91,15349.21,92882.11,1704.0,4326.91
19434,10940.03,15587.3,94871.06,1624.0,4306.76
19435,11355.14,16015.87,95927.14,1596.0,4294.68
19436,11969.17,16238.1,96595.99,1592.0,4298.71
19437,12462.12,15968.25,97264.84,1688.0,4294.68
19438,13292.35,16365.08,97476.05,1736.0,4294.68
19439,14018.8,16952.38,97828.08,1728.0,4286.62
19440,13992.86,17380.95,97775.28,1748.0,4278.56
19441,14036.1,17746.03,98109.7,1772.0,4270.5
19442,14096.63,17936.51,97564.06,1784.0,4282.59
19443,14157.17,17952.38,97335.24,1740.0,4274.53
19444,14044.75,17730.16,97564.06,1768.0,4290.65
19445,13646.93,17777.78,97212.03,1784.0,4278.56
19446,13603.68,17857.14,95223.09,1732.0,4294.68
19447,13499.91,17984.13,93022.92,1716.0,4298.71
19448,12989.66,18190.48,91192.39,1764.0,4298.71
19449,12911.83,18301.59,89045.03,1748.0,4290.65
19450,13084.79,18428.57,86422.43,1852.0,4294.68
19451,13179.92,18285.71,83201.39,1832.0,4298.71
19452,13205.87,18396.83,79100.29,1788.0,4310.79
19453,13387.48,18365.08,75228.0,1876.0,4294.68
19454,13499.91,18523.81,70528.45,1960.0,4306.76
19455,13742.06,18285.71,66427.34,1900.0,4302.73
19456,13681.52,18253.97,61798.2,1812.0,4294.68
19457,13845.84,18253.97,57045.85,1956.0,4290.65
19458,13517.2,18031.75,51976.67,2032.0,4334.96
19459,13326.94,17523.81,47048.3,2044.0,4351.08
19460,12695.62,16952.38,42383.95,1828.0,4343.02
19461,12245.91,15650.79,37578.8,1936.0,4338.99
19462,11761.61,14952.38,32298.4,2024.0,4334.96
19463,11277.31,14746.03,27053.21,2100.0,4334.96
19464,10784.36,14873.02,21948.83,2136.0,4343.02
19465,10351.95,15317.46,17900.53,2084.0,4351.08
19466,9729.27,15285.71,13817.03,2076.0,4351.08
19467,9322.81,14730.16,10367.17,2052.0,4355.11
19468,8527.17,14587.3,7445.35,2008.0,4367.19
19469,7818.01,14396.83,4629.14,1944.0,4371.22
19470,7108.86,14174.6,2657.8,1952.0,4367.19
19471,6494.83,13698.41,1232.09,1972.0,4363.17
19472,6287.27,13460.32,440.03,2056.0,4359.14
19473,6287.27,13174.6,123.21,2056.0,4363.17
19474,5854.86,12682.54,17.6,1996.0,4359.14
19475,5534.87,12492.06,0.0,2040.0,4343.02
19476,5491.63,12476.19,0.0,2064.0,4347.05
19477,5560.82,12301.59,0.0,2064.0,4347.05
19478,5673.25,11984.13,0.0,2072.0,4343.02
19479,5854.86,11253.97,0.0,2024.0,4330.94
19480,5846.21,10523.81,0.0,2004.0,4343.02
19481,6157.55,9984.13,0.0,2060.0,4347.05
19482,6183.49,9380.95,0.0,2036.0,4347.05
19483,6097.01,9031.75,0.0,1952.0,4351.08
19484,6252.68,9063.49,0.0,2084.0,4338.99
19485,6287.27,8650.79,0.0,2016.0,4355.11
19486,6451.59,8126.98,0.0,1988.0,4351.08
19487,6460.24,7730.16,0.0,1936.0,4351.08
19488,6615.91,7380.95,0.0,2040.0,4338.99
19489,6909.95,7000.0,0.0,1968.0,4322.88
19490,7212.63,6460.32,0.0,2032.0,4343.02
19491,7048.32,6174.6,0.0,2012.0,4343.02
19492,7039.67,5968.25,0.0,2016.0,4347.05
19493,6823.46,6047.62,0.0,1964.0,4334.96
19494,6754.28,6079.37,0.0,1892.0,4343.02
19495,6719.68,5888.89,0.0,1876.0,4334.96
19496,7056.97,5507.94,0.0,1880.0,4343.02
19497,7082.91,5333.33,0.0,1864.0,4334.96
19498,7048.32,4984.13,0.0,1864.0,4334.96
19499,7056.97,4603.17,0.0,1888.0,4326.91
19500,6979.13,4301.59,0.0,1952.0,4343.02
19501,6823.46,4174.6,0.0,1944.0,4318.85
19502,6797.52,4079.37,0.0,1960.0,4334.96
19503,6650.5,3936.51,0.0,1932.0,4338.99
19504,6615.91,3650.79,0.0,1900.0,4351.08
19505,6520.77,3444.44,88.01,1976.0,4359.14
19506,6615.91,3206.35,369.63,1996.0,4359.14
19507,6788.87,3079.37,985.67,2072.0,4359.14
19508,6693.74,2825.4,2217.77,2040.0,4363.17
19509,6321.87,2587.3,3942.69,1924.0,4363.17
19510,6486.18,2269.84,6653.3,2016.0,4343.02
19511,6373.75,2079.37,10402.37,1972.0,4363.17
19512,5863.51,2000.0,14767.5,2004.0,4375.25
19513,5240.83,1857.14,19678.26,1912.0,4367.19
19514,4453.84,1746.03,25627.51,1836.0,4359.14
19515,3831.17,1714.29,31858.37,1888.0,4343.02
19516,3269.04,1634.92,38828.49,1840.0,4351.08
19517,2940.4,1619.05,46273.84,1840.0,4351.08
19518,2577.18,1507.94,53437.58,1872.0,4338.99
19519,2257.19,1301.59,60882.93,1972.0,4334.96
19520,2248.54,1174.6,68257.88,2112.0,4330.94
19521,2291.78,1174.6,74875.97,2004.0,4326.91
19522,2317.73,1158.73,81634.88,1960.0,4347.05
19523,2421.51,1126.98,87566.52,1924.0,4355.11
19524,2516.64,1079.37,93304.54,1972.0,4355.11
19525,2507.99,1063.49,98796.15,1920.0,4355.11
19526,2672.31,1095.24,103583.71,1996.0,4334.96
19527,2966.35,1095.24,107772.82,1972.0,4322.88
19528,3156.61,952.38,111469.1,1952.0,4322.88
19529,3390.11,841.27,115042.16,1896.0,4334.96
19530,3597.67,761.9,118210.4,1892.0,4330.94
19531,3736.04,730.16,120533.77,1876.0,4306.76
19532,3606.32,666.67,122575.52,1872.0,4302.73
19533,3554.43,666.67,124476.46,1880.0,4282.59
19534,3485.24,682.54,125690.95,1944.0,4266.47
19535,3416.06,698.41,126694.23,1948.0,4242.3
19536,3364.17,714.29,127134.26,2040.0,4242.3
19537,3173.9,777.78,127151.86,2024.0,4246.33
19538,3113.37,920.63,127028.65,1952.0,4234.24
19539,3147.96,1000.0,126289.4,1932.0,4242.3
19540,3096.07,1047.62,125110.11,1932.0,4250.36
19541,3070.13,1031.75,123684.4,2004.0,4254.39
19542,3277.68,1126.98,121713.06,2000.0,4246.33
19543,3303.63,1063.49,119583.3,2028.0,4234.24
19544,3260.39,1190.48,116643.88,1876.0,4222.16
19545,3078.77,1142.86,113704.46,1972.0,4218.13
19546,3044.18,984.13,110149.0,2040.0,4234.24
19547,3009.59,1063.49,106012.69,2028.0,4226.19
19548,2940.4,1111.11,101717.97,1896.0,4218.13
19549,2966.35,1079.37,96930.41,2004.0,4222.16
19550,2758.79,1158.73,92002.05,2080.0,4222.16
19551,2698.25,1142.86,86228.82,1980.0,4218.13
19552,2646.36,1047.62,80244.37,1940.0,4214.1
19553,2499.34,1079.37,73573.48,2056.0,4206.04
19554,2412.86,1158.73,66796.97,2080.0,4222.16
19555,2360.97,1222.22,59545.23,2124.0,4234.24
19556,2378.27,1333.33,52592.71,2032.0,4238.27
19557,2507.99,1238.1,45288.17,2000.0,4246.33
19558,2585.82,1253.97,37983.63,2024.0,4242.3
19559,2672.31,1317.46,31083.91,2084.0,4246.33
19560,2732.84,1238.1,24712.24,2012.0,4270.5
19561,2983.64,1095.24,19027.02,2012.0,4258.42
19562,3234.44,873.02,14345.07,2072.0,4258.42
19563,3424.7,714.29,10490.38,2124.0,4262.45
19564,3658.21,539.68,7445.35,2020.0,4242.3
19565,3822.52,523.81,4699.55,1948.0,4254.39
19566,3934.95,492.06,2781.01,1968.0,4266.47
19567,4341.42,523.81,1249.69,1964.0,4286.62
19568,5171.65,571.43,440.03,1972.0,4302.73
19569,6019.18,555.56,105.61,1972.0,4314.82
19570,6356.46,555.56,17.6,1968.0,4314.82
19571,6935.89,571.43,0.0,1904.0,4330.94
19572,7740.18,523.81,0.0,2012.0,4318.85
19573,8587.7,634.92,0.0,2024.0,4310.79
19574,9331.45,793.65,0.0,1972.0,4310.79
19575,10101.15,920.63,0.0,1836.0,4302.73
19576,10940.03,1000.0,0.0,1920.0,4302.73
19577,11502.16,1349.21,0.0,1876.0,4290.65
19578,11874.04,1444.44,0.0,1820.0,4282.59
19579,12384.28,1412.7,0.0,1824.0,4290.65
19580,12859.94,1650.79,0.0,1968.0,4286.62
19581,13465.31,1936.51,0.0,1832.0,4282.59
19582,13733.41,2063.49,0.0,1896.0,4274.53
19583,14096.63,2142.86,0.0,1864.0,4266.47
19584,14235.01,2365.08,0.0,2032.0,4274.53
19585,14356.08,2730.16,0.0,2012.0,4254.39
19586,14503.1,3095.24,0.0,1876.0,4262.45
19587,14511.75,3285.71,0.0,1852.0,4270.5
19588,14572.29,3555.56,0.0,1856.0,4262.45
19589,14693.36,3777.78,0.0,1864.0,4133.53
19590,14719.31,3984.13,0.0,1856.0,4137.55
19591,14831.74,4476.19,0.0,1876.0,4137.55
19592,14970.11,5015.87,0.0,1952.0,4153.67
19593,14857.68,5936.51,0.0,1916.0,4149.64
19594,14676.07,6777.78,0.0,1836.0,4157.7
19595,14762.55,7380.95,0.0,1792.0,4153.67
19596,14866.33,7968.25,0.0,1880.0,4165.76
19597,14805.79,8555.56,0.0,1868.0,4185.9
19598,14719.31,8904.76,0.0,1868.0,4197.99
19599,14658.77,9238.1,0.0,1868.0,4210.07
19600,14624.18,9174.6,0.0,1892.0,4226.19
19601,14719.31,9063.49,88.01,1876.0,4226.19
19602,14952.81,9095.24,352.03,1868.0,4246.33
19603,15125.78,9174.6,968.07,1860.0,4270.5
19604,14589.58,9333.33,2200.16,1820.0,4282.59
19605,13595.04,9031.75,3960.29,1868.0,4302.73
19606,13301.0,8571.43,6688.5,1824.0,4330.94
19607,12747.51,8126.98,10419.98,1868.0,4334.96
19608,12289.15,8047.62,14802.7,1840.0,4355.11
19609,11285.96,7650.79,19783.87,1820.0,4351.08
19610,10049.26,7380.95,25557.1,1824.0,4351.08
19611,8414.74,7507.94,32051.99,2080.0,4351.08
19612,6866.7,7492.06,38934.1,1924.0,4359.14
19613,5630.01,7317.46,46115.43,1880.0,4355.11
19614,4514.38,6698.41,53191.16,1884.0,4355.11
19615,3589.02,6507.94,60231.68,1868.0,4355.11
19616,2862.57,6380.95,66884.98,1972.0,4338.99
19617,2386.91,6253.97,74189.52,1948.0,4310.79
19618,2101.52,6619.05,80895.62,1920.0,4230.22
19619,1963.15,6063.49,86616.05,1972.0,4197.99
19620,1721.0,5396.83,92354.07,2140.0,4206.04
19621,1608.57,4682.54,97687.27,2080.0,4206.04
19622,1565.33,4365.08,102404.42,2012.0,4202.01
19623,1478.85,4142.86,106540.73,1976.0,4193.96
19624,1418.31,3984.13,110395.42,2044.0,4185.9
19625,1496.15,4206.35,113898.08,2040.0,4206.04
19626,1556.68,4523.81,116714.29,2020.0,4206.04
19627,1625.87,4571.43,118949.65,1980.0,4189.93
19628,1755.59,4746.03,121255.42,1932.0,4193.96
19629,1859.37,5126.98,122945.15,1936.0,4185.9
19630,2023.69,5619.05,124159.64,1840.0,4177.84
19631,2179.36,6317.46,124934.1,1856.0,4161.73
19632,2274.49,6777.78,125444.54,2024.0,4161.73
19633,2352.32,7396.83,125250.92,1980.0,4165.76
19634,2551.23,7873.02,124758.08,1848.0,4165.76
19635,2758.79,8698.41,124071.63,1792.0,4157.7
19636,2914.46,9253.97,123033.16,1904.0,4153.67
19637,2966.35,9698.41,121519.44,1892.0,4133.53
19638,3113.37,10253.97,119266.48,1904.0,4133.53
19639,3251.74,10555.56,116714.29,1928.0,4129.5
19640,3476.59,10650.79,114267.7,1960.0,4133.53
19641,3658.21,10650.79,110958.66,1956.0,4129.5
19642,3839.82,10365.08,107315.19,2016.0,4133.53
19643,4081.97,10158.73,103161.28,1976.0,4133.53
19644,4358.71,9936.51,98690.54,1892.0,4117.41
19645,4557.62,9650.79,93938.19,1868.0,4141.58
19646,4765.18,9539.68,88798.61,1860.0,4129.5
19647,4894.91,9952.38,82990.18,1900.0,4149.64
19648,4704.64,9904.76,77463.36,1820.0,4153.67
19649,4799.77,9555.56,70686.86,1964.0,4145.61
19650,4730.59,9444.44,63945.56,1976.0,4149.64
19651,4687.35,9507.94,56957.84,2112.0,4173.81
19652,4540.33,9222.22,50093.33,2124.0,4169.78
19653,4721.94,9142.86,42894.39,2100.0,4161.73
19654,4730.59,9253.97,35924.27,2148.0,4169.78
19655,4704.64,9301.59,29446.99,2132.0,4177.84
