,Iron_steel
26515,49519.73
26516,49516.79
26517,49689.86
26518,49720.59
26519,49764.69
26520,49910.37
26521,49966.63
26522,49937.78
26523,49987.15
26524,49965.03
26525,50051.97
26526,50111.72
26527,50202.04
26528,50117.07
26529,50201.42
26530,50249.54
26531,50372.24
26532,50356.32
26533,50394.98
26534,50365.81
26535,50262.27
26536,50459.48
26537,50296.63
26538,50517.47
26539,50467.35
26540,50493.38
26541,50243.78
26542,50439.31
26543,50371.11
26544,50409.39
26545,50278.95
26546,50271.73
26547,50149.86
26548,50311.98
26549,50222.45
26550,50064.71
26551,49976.44
26552,49814.54
26553,49644.28
26554,49520.63
26555,49592.64
26556,49200.44
26557,49199.06
26558,48991.28
26559,48919.69
26560,48616.94
26561,48434.63
26562,48518.27
26563,48352.58
26564,48324.36
26565,48257.2
26566,48340.63
26567,48141.58
26568,48317.73
26569,48152.64
26570,48191.19
26571,48058.8
26572,48176.1
26573,47966.51
26574,48190.62
26575,48110.19
26576,48105.9
26577,48025.25
26578,47936.31
26579,48127.55
26580,48054.78
26581,47958.51
26582,48058.75
26583,48081.05
26584,48176.83
26585,48107.95
26586,48218.28
26587,48016.01
26588,48212.68
26589,48083.81
26590,48035.58
26591,48276.07
26592,48063.1
26593,48082.4
26594,48260.1
26595,48221.01
26596,48105.52
26597,48179.27
26598,47971.89
26599,48035.18
26600,48111.38
26601,48258.01
26602,48047.45
26603,47996.14
26604,48190.65
26605,48098.16
26606,48009.47
26607,48118.55
26608,48183.83
26609,48027.85
26610,47958.97
26611,47998.73
26612,48233.87
26613,47962.73
26614,48143.07
26615,48207.52
26616,48056.15
26617,48146.88
26618,48243.85
26619,48162.45
26620,48177.91
26621,48143.23
26622,48110.79
26623,48164.96
26624,48051.88
26625,48173.29
26626,48216.65
26627,47988.41
26628,48161.07
26629,48037.04
26630,48170.43
26631,48105.92
26632,48153.61
26633,48149.61
26634,48082.89
26635,47941.02
26636,48062.48
26637,47998.82
26638,48083.67
26639,48119.9
26640,47990.49
26641,48182.46
26642,48174.21
26643,48187.38
26644,48035.42
26645,48075.16
26646,48107.3
26647,48074.65
26648,48269.88
26649,48062.78
26650,48089.97
26651,48065.8
26652,48068.94
26653,48087.62
26654,48147.99
26655,47998.52
26656,48146.26
26657,48044.48
26658,48246.69
26659,48195.38
26660,48154.91
26661,48157.56
26662,48114.76
26663,48022.63
26664,48114.87
26665,48212.44
26666,48102.35
26667,48139.61
26668,48125.28
26669,48166.4
26670,48182.13
26671,48042.85
26672,48011.28
26673,48134.88
26674,48306.0
26675,48383.42
26676,48764.87
26677,48749.6
26678,48945.16
26679,49482.83
26680,49919.08
26681,50569.86
26682,51160.36
26683,52065.28
26684,53015.9
26685,54252.58
26686,55054.97
26687,55194.44
26688,55230.82
26689,55128.39
26690,55256.99
26691,55212.04
26692,55331.93
26693,55544.14
26694,55480.37
26695,55781.72
26696,55606.62
26697,55757.31
26698,55794.88
26699,55438.01
26700,55360.64
26701,55403.27
26702,55245.88
26703,55126.69
26704,55277.65
26705,55242.04
26706,55662.53
26707,55979.01
26708,56505.68
26709,56893.24
26710,57386.84
26711,58329.97
26712,59149.39
26713,59824.83
26714,60681.12
26715,61583.8
26716,62473.05
26717,63222.48
26718,64069.07
26719,64618.64
26720,65071.97
26721,65517.83
26722,65961.21
26723,66357.23
26724,66514.46
26725,66679.36
26726,66662.17
26727,66621.57
26728,66492.45
26729,66557.98
26730,66470.18
26731,66616.11
26732,66679.88
26733,66608.35
26734,66761.76
26735,66660.17
26736,66781.44
26737,66916.56
26738,66871.14
26739,66835.94
26740,66834.94
26741,66768.47
26742,66889.36
26743,66674.2
26744,66654.09
26745,66493.13
26746,66175.62
26747,65774.22
26748,65453.44
26749,65189.13
26750,64668.16
26751,64381.85
26752,63944.69
26753,63494.09
26754,63154.27
26755,62844.47
26756,62507.36
26757,62086.69
26758,61809.94
26759,61554.61
26760,61317.58
26761,61222.04
26762,61073.27
26763,61074.68
26764,60849.95
26765,60855.08
26766,60752.57
26767,60889.79
26768,60824.59
26769,60848.11
26770,60755.33
26771,60764.93
26772,60525.06
26773,60356.58
26774,60208.6
26775,59937.77
26776,59553.0
26777,59145.52
26778,58912.82
26779,58377.79
26780,57736.42
26781,56650.37
26782,55601.02
26783,55198.68
26784,55172.49
26785,55225.99
26786,55189.03
26787,55251.15
26788,55289.97
26789,55270.59
26790,55640.68
26791,55705.46
26792,55798.99
26793,55788.61
26794,55595.02
26795,55515.3
26796,55222.58
26797,55292.89
26798,55224.63
26799,55053.54
26800,55269.32
26801,55400.35
26802,55629.22
26803,55871.85
26804,56301.36
26805,56971.9
26806,57482.11
26807,58173.12
26808,59071.1
26809,59854.7
26810,60684.88
26811,61569.21
26812,62357.18
26813,63166.6
26814,64074.02
26815,64594.77
26816,65186.08
26817,65635.19
26818,66092.25
26819,66219.49
26820,66475.02
26821,66687.15
26822,66634.52
26823,66667.28
26824,66625.7
26825,66558.74
26826,66522.68
26827,66720.19
26828,66589.94
26829,66707.72
26830,66739.05
26831,66890.74
26832,66723.32
26833,66879.12
26834,66985.74
26835,67034.02
26836,66985.55
26837,66845.16
26838,66782.36
26839,66706.24
26840,66343.98
26841,66251.93
26842,66162.97
26843,65820.99
26844,65546.92
26845,65169.04
26846,64839.37
26847,64338.11
26848,64001.89
26849,63451.38
26850,63131.57
26851,62696.08
26852,62491.92
26853,62182.2
26854,61803.07
26855,61607.59
26856,61538.93
26857,61328.9
26858,60912.69
26859,61013.69
26860,60827.08
26861,60904.91
26862,60831.0
26863,60817.56
26864,60794.61
26865,60821.8
26866,60703.07
26867,60586.45
26868,60521.03
26869,60346.69
26870,60167.37
26871,59916.55
26872,59588.53
26873,59256.98
26874,58789.17
26875,58284.58
26876,57933.49
26877,56817.27
26878,55677.29
26879,55200.47
26880,55185.68
26881,55309.68
26882,55378.4
26883,55186.73
26884,55311.06
26885,55458.99
26886,55521.6
26887,55727.38
26888,55870.09
26889,55701.37
26890,55509.97
26891,55473.24
26892,55418.47
26893,55225.71
26894,55076.52
26895,55225.42
26896,55275.0
26897,55403.87
26898,55566.47
26899,55794.83
26900,56269.51
26901,56986.45
26902,57605.25
26903,58304.21
26904,58976.56
26905,59837.4
26906,60832.35
26907,61562.88
26908,62447.1
26909,63119.32
26910,63964.91
26911,64579.22
26912,65117.27
26913,65522.32
26914,65944.13
26915,66342.88
26916,66531.08
26917,66414.08
26918,66601.1
26919,66665.63
26920,66526.65
26921,66781.52
26922,66651.71
26923,66517.27
26924,66557.63
26925,66682.72
26926,66749.73
26927,66937.13
26928,66753.33
26929,66838.27
26930,66965.6
26931,66798.5
26932,66766.95
26933,66773.96
26934,66932.72
26935,66747.52
26936,66650.92
26937,66375.4
26938,66034.93
26939,65829.51
26940,65433.68
26941,65157.66
26942,64898.95
26943,64335.22
26944,64032.33
26945,63601.79
26946,63183.66
26947,62895.4
26948,62524.5
26949,62119.18
26950,61737.92
26951,61466.4
26952,61359.59
26953,61232.45
26954,60977.28
26955,60904.64
26956,60904.96
26957,60864.98
26958,60873.76
26959,60723.7
26960,60806.29
26961,60864.25
26962,60708.15
26963,60594.67
26964,60498.32
26965,60315.65
26966,60211.11
26967,59864.76
26968,59673.44
26969,59294.56
26970,58868.94
26971,58229.51
26972,57815.65
26973,56812.08
26974,55568.8
26975,55100.12
26976,55068.54
26977,55212.17
26978,55272.32
26979,55316.79
26980,55102.49
26981,55241.85
26982,55664.2
26983,55726.14
26984,55699.67
26985,55734.68
26986,55635.06
26987,55575.21
26988,55500.08
26989,55126.77
26990,55100.25
26991,55269.67
26992,55164.21
26993,55311.17
26994,55614.22
26995,55899.12
26996,56368.0
26997,56764.12
26998,57519.09
26999,58328.97
27000,58934.55
27001,59841.7
27002,60892.66
27003,61613.65
27004,62502.17
27005,63202.5
27006,63803.79
27007,64619.88
27008,65323.73
27009,65726.18
27010,66153.94
27011,66341.9
27012,66402.03
27013,66803.1
27014,66641.71
27015,66661.36
27016,66681.69
27017,66673.96
27018,66673.63
27019,66566.44
27020,66709.16
27021,66632.0
27022,66703.59
27023,66779.25
27024,67003.99
27025,66892.88
27026,66809.26
27027,66964.79
27028,66859.63
27029,66847.81
27030,66841.59
27031,66759.71
27032,66529.14
27033,66222.74
27034,66162.16
27035,65905.74
27036,65679.63
27037,65083.02
27038,64889.41
27039,64547.32
27040,64106.78
27041,63558.35
27042,63206.96
27043,62807.38
27044,62492.03
27045,62085.79
27046,61758.69
27047,61561.66
27048,61365.21
27049,61117.01
27050,61148.48
27051,60976.03
27052,60749.33
27053,60770.47
27054,60813.86
27055,60907.8
27056,60899.31
27057,60781.74
27058,60750.81
27059,60583.42
27060,60398.32
27061,60355.74
27062,60327.03
27063,59911.98
27064,59721.1
27065,59230.55
27066,58867.35
27067,58149.98
27068,57669.62
27069,56854.82
27070,55728.08
27071,55229.72
27072,55196.06
27073,55270.35
27074,55360.34
27075,55141.77
27076,55292.35
27077,55462.88
27078,55501.46
27079,55702.59
27080,55788.02
27081,55568.99
27082,55581.67
27083,55437.47
27084,55287.22
27085,55298.49
27086,55189.79
27087,55169.73
27088,55141.53
27089,55450.91
27090,55667.85
27091,55879.15
27092,56434.64
27093,56881.04
27094,57431.8
27095,58115.21
27096,58987.46
27097,59932.58
27098,60719.24
27099,61534.14
27100,62492.19
27101,63288.06
27102,63784.54
27103,64517.86
27104,65142.71
27105,65691.28
27106,66124.9
27107,66461.36
27108,66496.86
27109,66678.69
27110,66690.02
27111,66619.32
27112,66669.15
27113,66652.79
27114,66729.4
27115,66621.97
27116,66507.08
27117,66440.01
27118,66616.11
27119,67015.23
27120,66849.38
27121,67057.67
27122,66935.97
27123,66950.05
27124,66755.95
27125,66928.97
27126,66850.65
27127,66820.99
27128,66507.38
27129,66435.93
27130,66251.15
27131,65676.25
27132,65538.89
27133,65126.28
27134,64830.55
27135,64404.56
27136,63963.18
27137,63809.27
27138,63325.05
27139,62787.05
27140,62372.22
27141,62085.39
27142,61824.16
27143,61686.75
27144,61313.44
27145,61286.03
27146,61089.28
27147,60952.0
27148,60839.08
27149,60903.26
27150,60746.54
27151,60918.5
27152,60811.45
27153,60821.75
27154,60769.3
27155,60702.34
27156,60497.37
27157,60346.23
27158,60208.87
27159,59934.1
27160,59566.41
27161,59154.34
27162,59037.12
27163,58316.67
27164,57794.0
27165,56722.87
27166,55686.64
27167,55240.23
27168,55176.89
27169,55201.55
27170,55262.45
27171,55038.99
27172,55229.85
27173,54516.38
27174,53602.26
27175,52956.8
27176,52218.43
27177,51577.92
27178,50954.2
27179,50583.37
27180,50197.55
27181,49877.39
27182,49962.0
27183,49770.66
27184,49654.14
27185,49617.35
27186,49561.04
27187,49532.55
27188,49663.63
27189,49680.29
27190,49618.6
27191,49719.73
27192,49776.85
27193,49863.6
27194,50076.03
27195,50117.34
27196,50122.18
27197,50259.11
27198,50072.25
27199,50142.02
27200,50093.85
27201,50307.98
27202,50340.23
27203,50396.36
27204,50207.74
27205,50294.6
27206,50391.84
27207,50425.8
27208,50251.37
27209,50376.3
27210,50286.84
27211,50446.99
27212,50391.6
27213,50502.92
27214,50424.74
27215,50340.07
27216,50334.8
27217,50354.1
27218,50148.54
27219,50315.71
27220,50148.08
27221,50155.4
27222,50071.84
27223,49908.64
27224,49800.83
27225,49658.58
27226,49678.29
27227,49416.65
27228,49275.81
27229,49057.16
27230,48893.77
27231,48793.96
27232,48735.48
27233,48591.67
27234,48475.91
27235,48255.53
27236,48393.91
27237,48416.35
27238,48137.09
27239,48276.24
27240,48288.4
27241,48148.26
27242,48358.85
27243,48255.31
27244,48114.3
27245,48124.41
27246,48189.0
27247,48009.25
27248,48130.47
27249,48217.9
27250,48063.48
27251,48115.95
27252,48164.56
27253,48110.95
27254,48017.63
27255,48100.03
27256,47931.39
27257,48187.13
27258,48080.62
27259,48173.86
27260,48180.59
27261,48132.79
27262,48168.24
27263,48110.63
27264,48173.24
27265,48162.64
27266,48064.21
27267,48013.52
27268,48041.85
27269,48125.06
27270,48197.05
27271,48253.85
27272,48088.19
27273,48195.76
27274,48148.04
27275,48065.7
27276,48082.59
27277,48144.5
27278,48134.5
27279,48072.56
27280,48029.5
27281,48105.14
27282,48029.77
27283,48109.19
27284,48049.23
27285,48178.1
27286,47943.02
27287,48152.91
27288,48171.18
27289,48085.19
27290,48100.0
27291,48006.11
27292,48156.23
27293,48037.2
27294,48139.85
27295,48234.63
27296,48266.72
27297,48118.28
27298,48033.58
27299,48153.26
27300,48162.53
27301,48167.07
27302,48107.38
27303,48014.25
27304,48181.73
27305,47979.78
27306,48106.41
27307,48263.91
27308,48163.29
27309,47975.81
27310,48214.17
27311,48121.39
27312,48006.93
27313,48202.81
27314,48084.62
27315,48070.18
27316,48126.52
27317,47970.0
27318,48116.2
27319,48038.07
27320,48207.0
27321,48187.43
27322,48008.84
27323,48051.88
27324,48114.57
27325,48042.99
27326,48157.83
27327,48225.06
27328,47904.01
27329,48073.48
27330,48152.88
27331,48142.07
27332,48179.29
27333,48013.33
27334,48141.45
27335,48228.09
27336,48154.12
27337,48182.81
27338,48119.03
27339,48045.8
27340,48132.77
27341,48310.95
27342,48086.54
27343,48208.92
27344,48066.64
27345,48181.64
27346,48320.35
27347,48400.83
27348,48452.12
27349,48807.85
27350,49031.64
27351,49418.84
27352,49917.67
27353,50392.11
27354,51288.98
27355,52099.78
27356,53003.08
27357,54174.64
27358,55081.14
27359,55251.59
27360,55247.53
27361,55160.67
27362,55237.69
27363,55199.11
27364,55266.54
27365,55332.82
27366,55538.55
27367,55741.06
27368,55884.04
27369,55829.22
27370,55481.86
27371,55369.97
27372,55477.43
27373,55240.2
27374,55088.46
27375,55147.51
27376,55175.62
27377,55281.0
27378,55717.81
27379,56028.4
27380,56368.48
27381,56821.14
27382,57565.11
27383,58177.8
27384,59021.63
27385,59842.32
27386,60817.26
27387,61785.64
27388,62397.63
27389,63245.89
27390,63984.64
27391,64521.88
27392,65333.41
27393,65691.42
27394,66012.28
27395,66410.46
27396,66537.28
27397,66563.98
27398,66622.62
27399,66755.9
27400,66606.94
27401,66548.41
27402,66617.35
27403,66619.57
27404,66787.58
27405,66601.62
27406,66701.45
27407,66741.81
27408,66754.06
27409,67008.96
27410,66982.49
27411,66913.96
27412,66918.56
27413,66840.86
27414,66728.08
27415,66651.14
27416,66518.24
27417,66367.58
27418,66070.75
27419,65896.41
27420,65519.81
27421,65235.71
27422,64752.43
27423,64293.04
27424,63885.54
27425,63661.99
27426,63099.21
27427,62815.89
27428,62538.42
27429,62129.13
27430,61819.65
27431,61648.5
27432,61266.13
27433,61179.65
27434,60977.76
27435,61034.48
27436,60773.41
27437,60781.93
27438,60850.95
27439,60856.06
27440,60802.45
27441,60867.55
27442,60735.7
27443,60559.98
27444,60541.46
27445,60437.28
27446,60198.08
27447,59763.97
27448,59773.54
27449,59158.77
27450,58673.41
27451,58464.22
27452,57731.93
27453,56739.5
27454,55577.61
27455,55099.6
27456,55275.54
27457,55093.17
27458,55327.79
27459,55134.07
27460,55030.07
27461,55502.57
27462,55734.65
27463,55814.35
27464,55720.3
27465,55860.98
27466,55543.5
27467,55446.72
27468,55288.92
27469,55368.72
27470,55043.99
27471,54973.71
27472,55214.12
27473,55308.76
27474,55610.54
27475,55876.2
27476,56351.59
27477,56916.73
27478,57451.24
27479,58286.42
27480,58935.42
27481,59866.7
27482,60637.08
27483,61590.64
27484,62352.56
27485,63147.68
27486,63887.51
27487,64648.48
27488,65240.12
27489,65583.01
27490,65964.27
27491,66317.44
27492,66509.4
27493,66708.64
27494,66618.21
27495,66591.83
27496,66570.18
27497,66666.69
27498,66421.3
27499,66558.98
27500,66608.81
27501,66680.07
27502,66622.22
27503,66855.98
27504,66721.7
27505,66865.38
27506,66857.0
27507,66987.25
27508,66835.94
27509,66951.27
27510,66730.89
27511,66752.46
27512,66410.76
27513,66484.64
27514,66029.37
27515,65866.11
27516,65535.81
27517,65208.41
27518,64883.59
27519,64217.05
27520,64006.54
27521,63555.81
27522,63352.76
27523,62800.08
27524,62401.3
27525,62248.18
27526,61765.39
27527,61596.59
27528,61433.52
27529,61175.59
27530,61010.66
27531,60869.79
27532,60846.3
27533,60948.3
27534,60725.56
27535,60824.83
27536,60828.86
27537,60746.3
27538,60798.04
27539,60681.45
27540,60476.96
27541,60340.28
27542,60239.8
27543,59862.43
27544,59589.47
27545,59211.7
27546,58853.05
27547,58312.1
27548,57734.44
27549,56748.15
27550,55556.9
27551,55239.75
27552,55220.58
27553,55173.7
27554,55278.75
27555,55386.13
27556,55389.54
27557,55288.87
27558,55628.57
27559,55724.6
27560,55784.88
27561,55665.39
27562,55615.95
27563,55492.54
27564,55457.23
27565,55299.25
27566,55207.93
27567,55228.93
27568,55449.31
27569,55396.54
27570,55556.58
27571,55915.72
27572,56418.98
27573,56901.7
27574,57601.11
27575,58140.68
27576,59019.98
27577,60021.42
27578,60847.84
27579,61557.09
27580,62454.83
27581,63291.17
27582,63902.03
27583,64463.57
27584,65208.32
27585,65654.62
27586,66055.26
27587,66334.5
27588,66448.5
27589,66520.3
27590,66532.06
27591,66626.59
27592,66600.78
27593,66382.1
27594,66572.45
27595,66629.92
27596,66528.62
27597,66832.46
27598,66532.76
27599,66712.67
27600,66727.48
27601,66837.62
27602,67025.75
27603,66917.88
27604,66859.08
27605,66915.5
27606,66828.7
27607,66858.14
27608,66460.72
27609,66276.43
27610,66154.69
27611,66009.47
27612,65482.23
27613,65075.07
27614,64774.95
27615,64504.45
27616,63970.8
27617,63752.48
27618,63185.5
27619,62832.06
27620,62499.71
27621,62118.72
27622,61943.49
27623,61561.34
27624,61324.63
27625,61151.99
27626,60948.59
27627,61048.67
27628,60758.63
27629,60799.2
27630,60687.88
27631,60599.53
27632,60907.01
27633,60752.54
27634,60528.65
27635,60552.58
27636,60565.88
27637,60325.84
27638,60227.22
27639,59980.35
27640,59730.32
27641,59363.39
27642,58749.32
27643,58179.34
27644,57828.04
27645,56809.86
27646,55499.54
27647,55219.52
27648,55303.79
27649,55271.27
27650,55157.56
27651,55250.88
27652,55104.96
27653,55470.13
27654,55553.82
27655,55690.99
27656,55770.71
27657,55799.88
27658,55699.13
27659,55585.32
27660,55358.26
27661,55253.56
27662,55022.77
27663,55192.33
27664,55213.79
27665,55498.19
27666,55672.37
27667,55857.09
27668,56446.13
27669,56905.94
27670,57580.65
27671,58210.27
27672,59062.56
27673,59696.61
27674,60605.89
27675,61635.47
27676,62530.2
27677,63102.53
27678,64050.2
27679,64741.88
27680,65345.39
27681,65551.52
27682,66010.39
27683,66394.86
27684,66482.72
27685,66568.9
27686,66715.05
27687,66500.67
27688,66547.93
27689,66607.86
27690,66630.35
27691,66456.34
27692,66670.74
27693,66687.01
27694,66664.06
27695,66842.3
27696,66801.04
27697,66833.56
27698,66939.35
27699,66996.77
27700,67011.96
27701,66743.95
27702,66828.27
27703,66610.54
27704,66363.99
27705,66322.84
27706,66082.35
27707,65784.17
27708,65697.63
27709,65143.39
27710,64894.17
27711,64221.65
27712,64020.35
27713,63445.86
27714,63084.15
27715,62737.14
27716,62451.61
27717,62172.33
27718,61690.48
27719,61717.0
27720,61360.21
27721,61151.24
27722,61000.31
27723,61054.65
27724,60885.55
27725,60854.14
27726,60799.66
27727,60809.96
27728,60760.95
27729,60678.04
27730,60682.12
27731,60814.78
27732,60648.22
27733,60317.81
27734,60216.52
27735,59993.19
27736,59647.13
27737,59237.87
27738,58745.48
27739,58377.71
27740,57831.63
27741,56717.73
27742,55617.76
27743,55224.42
27744,55234.31
27745,55273.24
27746,55262.48
27747,55245.75
27748,55207.33
27749,55470.4
27750,55477.45
27751,55804.29
27752,55726.22
27753,55791.31
27754,55652.93
27755,55734.81
27756,55370.07
27757,55292.84
27758,55190.92
27759,55016.07
27760,55227.26
27761,55474.05
27762,55657.09
27763,55931.38
27764,56409.68
27765,56863.01
27766,57484.27
27767,58143.57
27768,58947.37
27769,59804.71
27770,60769.36
27771,61467.21
27772,62284.46
27773,63161.49
27774,63941.98
27775,64663.0
27776,65178.99
27777,65693.96
27778,66097.14
27779,66309.3
27780,66534.73
27781,66580.02
27782,66524.54
27783,66649.22
27784,66592.32
27785,66720.05
27786,66668.5
27787,66608.67
27788,66485.48
27789,66710.94
27790,66650.06
27791,66540.38
27792,66869.57
27793,66909.53
27794,66886.04
27795,66983.01
27796,66922.64
27797,66873.47
27798,66922.94
27799,66697.86
27800,66432.82
27801,66471.15
27802,66099.65
27803,65737.7
27804,65561.82
27805,65070.53
27806,64825.45
27807,64421.86
27808,64011.54
27809,63688.06
27810,63083.88
27811,62751.99
27812,62409.95
27813,62174.41
27814,61742.52
27815,61525.68
27816,61452.58
27817,61125.37
27818,61057.51
27819,61068.89
27820,60711.24
27821,60921.78
27822,60867.25
27823,60702.07
27824,60758.71
27825,60818.13
27826,60668.28
27827,60697.61
27828,60515.27
27829,60365.85
27830,60152.8
27831,59877.0
27832,59616.05
27833,59170.53
27834,58819.69
27835,58273.25
27836,57718.77
27837,56803.84
27838,55572.07
27839,55259.05
27840,55173.05
27841,55090.49
27842,55282.76
27843,55241.02
27844,55254.51
27845,54387.18
27846,53688.79
27847,52775.65
27848,52049.39
27849,51415.36
27850,50851.55
27851,50669.99
27852,50260.16
27853,50131.37
27854,49959.84
27855,49805.51
27856,49649.93
27857,49596.59
27858,49460.83
27859,49538.6
27860,49535.74
27861,49513.0
27862,49754.76
27863,49802.53
27864,49808.21
27865,49868.04
27866,49989.23
27867,49828.51
27868,50051.11
27869,50104.69
27870,50299.3
27871,50213.01
27872,50217.42
27873,50286.68
27874,50281.81
27875,50222.61
27876,50357.72
27877,50278.19
27878,50352.99
27879,50335.91
27880,50361.94
27881,50429.34
27882,50465.4
27883,50499.98
27884,50470.67
27885,50325.12
27886,50411.58
27887,50281.03
27888,50480.62
27889,50405.9
27890,50340.04
27891,50205.15
27892,50270.0
27893,50110.07
27894,50001.31
27895,49949.89
27896,49840.6
27897,49662.61
27898,49655.74
27899,49368.99
27900,49328.01
27901,49100.87
27902,49067.24
27903,48902.47
27904,48703.58
27905,48502.72
27906,48454.25
27907,48553.76
27908,48277.37
27909,48319.9
27910,48249.58
27911,48245.12
27912,48298.89
27913,48151.91
27914,48185.73
27915,48206.95
27916,48149.12
27917,48051.91
27918,48138.04
27919,48161.72
27920,48054.72
27921,48279.4
27922,48248.66
27923,48169.43
27924,48194.03
27925,48116.68
27926,48170.02
27927,48238.5
27928,48124.09
27929,48128.93
27930,48083.92
27931,48150.42
27932,48133.01
27933,48139.63
27934,48116.44
27935,47920.69
27936,47989.57
27937,48121.98
27938,48099.95
27939,48135.01
27940,48017.68
27941,48162.96
27942,48219.68
27943,48025.01
27944,48179.91
27945,48149.47
27946,48024.58
27947,48254.04
27948,48206.57
27949,48072.32
27950,48158.96
27951,48077.92
27952,48279.86
27953,48078.81
27954,47991.03
27955,48191.51
27956,48158.4
27957,48055.51
27958,48124.66
27959,48115.63
27960,48158.45
27961,48089.65
27962,48032.61
27963,48309.11
27964,48204.87
27965,48194.81
27966,48132.36
27967,48033.18
27968,48144.88
27969,48158.13
27970,48235.06
27971,47965.0
27972,48053.37
27973,48057.83
27974,48096.49
27975,48227.3
27976,47985.43
27977,48120.17
27978,48130.93
27979,48054.94
27980,47933.42
27981,48030.23
27982,48069.64
27983,48039.28
27984,48269.96
27985,48223.49
27986,48002.28
27987,48208.49
27988,47948.32
27989,48091.46
27990,48172.56
27991,48108.46
27992,48050.31
27993,48099.81
27994,48219.76
27995,48084.46
27996,48192.46
27997,48191.62
27998,48245.58
27999,48264.53
28000,47976.86
28001,48140.77
28002,47972.19
28003,48136.85
28004,48110.33
28005,48107.03
28006,48241.69
28007,48182.37
28008,48112.98
28009,48247.44
28010,48084.38
28011,48120.28
28012,48162.61
28013,48038.15
28014,48096.73
28015,48121.36
28016,48091.68
28017,48216.22
28018,48237.28
28019,48520.51
28020,48446.52
28021,48870.52
28022,49121.5
28023,49412.54
28024,49933.7
28025,50593.4
28026,51219.37
28027,52017.81
28028,53001.46
28029,54209.41
28030,55078.46
28031,55228.93
28032,55188.62
28033,55172.86
28034,55162.27
28035,55387.51
28036,55149.61
28037,55458.04
28038,55496.86
28039,55552.26
28040,55853.98
28041,55807.48
28042,55717.76
28043,55370.53
28044,55325.79
28045,55267.16
28046,55100.22
28047,55188.35
28048,55157.89
28049,55331.01
28050,55700.26
28051,55810.62
28052,56298.74
28053,56952.2
28054,57522.23
28055,58108.21
28056,59063.23
28057,59889.95
28058,60655.66
28059,61506.35
28060,62517.09
28061,63194.04
28062,63998.43
28063,64620.91
28064,65092.65
28065,65722.88
28066,65956.86
28067,66313.71
28068,66624.51
28069,66669.77
28070,66791.82
28071,66708.99
28072,66546.71
28073,66641.19
28074,66545.41
28075,66511.78
28076,66618.78
28077,66570.63
28078,66791.85
28079,66811.51
28080,66862.22
28081,66829.86
28082,67146.24
28083,66965.49
28084,66943.4
28085,66872.01
28086,66811.94
28087,66735.73
28088,66530.35
28089,66177.0
28090,66035.29
28091,65886.68
28092,65263.12
28093,65228.33
28094,64681.0
28095,64445.65
28096,63911.65
28097,63520.66
28098,63180.63
28099,62775.78
28100,62336.69
28101,62192.06
28102,61834.22
28103,61525.87
28104,61358.23
28105,61161.83
28106,61097.79
28107,60837.78
28108,60815.45
28109,60814.32
28110,60753.73
28111,60715.18
28112,60728.43
28113,60869.9
28114,60682.42
28115,60683.2
28116,60632.81
28117,60564.06
28118,60240.82
28119,60045.69
28120,59606.21
28121,59345.25
28122,58580.71
28123,58393.96
28124,57921.17
28125,56766.31
28126,55555.01
28127,55307.65
28128,55289.51
28129,55077.71
28130,55276.21
28131,55295.57
28132,55215.63
28133,55469.83
28134,55615.78
28135,55838.95
28136,55746.63
28137,55713.43
28138,55710.08
28139,55545.55
28140,55264.1
28141,55388.24
28142,55148.51
28143,55198.41
28144,55390.76
28145,55441.07
28146,55749.01
28147,55843.41
28148,56296.09
28149,56805.35
28150,57438.05
28151,58170.99
28152,59111.62
28153,59665.11
28154,60883.9
28155,61638.68
28156,62334.61
28157,63185.66
28158,63855.48
28159,64712.55
28160,65124.95
28161,65600.93
28162,65990.17
28163,66304.35
28164,66621.54
28165,66528.65
28166,66617.48
28167,66618.67
28168,66668.15
28169,66349.88
28170,66481.91
28171,66510.05
28172,66698.34
28173,66579.15
28174,66870.41
28175,66760.74
28176,66925.02
28177,66927.64
28178,67021.48
28179,66995.36
28180,66849.65
28181,66735.08
28182,66711.91
28183,66776.69
28184,66598.72
28185,66284.19
28186,66230.31
28187,65937.13
28188,65486.18
28189,65232.79
28190,64842.61
28191,64424.1
28192,63886.43
28193,63589.36
28194,63226.75
28195,62817.92
28196,62407.09
28197,62019.43
28198,61802.07
28199,61484.37
28200,61412.65
28201,61050.94
28202,61022.23
28203,60967.52
28204,61069.6
28205,60889.25
28206,60798.56
28207,60812.88
28208,60837.92
28209,60816.78
28210,60761.57
28211,60504.35
28212,60632.51
28213,60474.23
28214,60123.44
28215,60018.47
28216,59654.49
28217,59258.8
28218,58783.46
28219,58302.02
28220,57753.37
28221,56952.71
28222,55468.61
28223,55325.74
28224,55212.77
28225,55290.89
28226,55139.56
28227,55180.97
28228,55264.37
28229,55509.0
28230,55615.43
28231,55627.79
28232,55710.27
28233,55698.91
28234,55616.95
28235,55527.95
28236,55423.17
28237,55287.22
28238,55265.29
28239,55182.79
28240,55170.19
28241,55285.16
28242,55533.71
28243,55893.02
28244,56352.72
28245,56878.48
28246,57513.8
28247,58321.94
28248,59029.04
28249,59763.52
28250,60654.36
28251,61557.82
28252,62377.46
28253,63283.63
28254,63934.04
28255,64620.02
28256,65221.11
28257,65748.08
28258,66046.02
28259,66290.54
28260,66601.97
28261,66602.32
28262,66602.53
28263,66589.29
